study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA598342	SAMN13703223	SRX7483480	SRR10809930	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/030/SRR10809930/SRR10809930.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/030/SRR10809930
PRJNA598342	SAMN13703223	SRX7483480	SRR10809931	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/031/SRR10809931/SRR10809931.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/031/SRR10809931
PRJNA598342	SAMN13703223	SRX7483480	SRR10809932	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/032/SRR10809932/SRR10809932.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/032/SRR10809932
PRJNA598342	SAMN13703223	SRX7483480	SRR10809933	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/033/SRR10809933/SRR10809933.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/033/SRR10809933
PRJNA598342	SAMN13703223	SRX7483480	SRR10809934	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/034/SRR10809934/SRR10809934.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/034/SRR10809934
PRJNA598342	SAMN13703223	SRX7483480	SRR10809935	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/035/SRR10809935/SRR10809935.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/035/SRR10809935
PRJNA598342	SAMN13703221	SRX7483481	SRR10809936	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/036/SRR10809936/SRR10809936.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/036/SRR10809936
PRJNA598342	SAMN13703221	SRX7483481	SRR10809937	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/037/SRR10809937/SRR10809937.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/037/SRR10809937
PRJNA598342	SAMN13703221	SRX7483481	SRR10809938	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/038/SRR10809938/SRR10809938.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/038/SRR10809938
PRJNA598342	SAMN13703221	SRX7483481	SRR10809939	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/039/SRR10809939/SRR10809939.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/039/SRR10809939
PRJNA598342	SAMN13703221	SRX7483481	SRR10809940	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/040/SRR10809940/SRR10809940.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/040/SRR10809940
PRJNA598342	SAMN13703221	SRX7483481	SRR10809941	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/041/SRR10809941/SRR10809941.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/041/SRR10809941
PRJNA598342	SAMN13703221	SRX7483481	SRR10809942	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/042/SRR10809942/SRR10809942.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/042/SRR10809942
PRJNA598342	SAMN13703221	SRX7483481	SRR10809943	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/043/SRR10809943/SRR10809943.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/043/SRR10809943
PRJNA598342	SAMN13703220	SRX7483482	SRR10809944	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/044/SRR10809944/SRR10809944.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/044/SRR10809944
PRJNA598342	SAMN13703220	SRX7483482	SRR10809945	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/045/SRR10809945/SRR10809945.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/045/SRR10809945
PRJNA598342	SAMN13703220	SRX7483482	SRR10809946	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/046/SRR10809946/SRR10809946.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/046/SRR10809946
PRJNA598342	SAMN13703220	SRX7483482	SRR10809947	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/047/SRR10809947/SRR10809947.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/047/SRR10809947
PRJNA598342	SAMN13703220	SRX7483482	SRR10809948	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/048/SRR10809948/SRR10809948.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/048/SRR10809948
PRJNA598342	SAMN13703220	SRX7483482	SRR10809949	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/049/SRR10809949/SRR10809949.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/049/SRR10809949
PRJNA598342	SAMN13703220	SRX7483482	SRR10809950	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/050/SRR10809950/SRR10809950.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/050/SRR10809950
PRJNA598342	SAMN13703220	SRX7483482	SRR10809951	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/051/SRR10809951/SRR10809951.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/051/SRR10809951
PRJNA598342	SAMN13703218	SRX7483483	SRR10809952	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/052/SRR10809952/SRR10809952.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/052/SRR10809952
PRJNA598342	SAMN13703218	SRX7483483	SRR10809953	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/053/SRR10809953/SRR10809953.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/053/SRR10809953
PRJNA598342	SAMN13703218	SRX7483483	SRR10809954	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/054/SRR10809954/SRR10809954.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/054/SRR10809954
PRJNA598342	SAMN13703218	SRX7483483	SRR10809955	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/055/SRR10809955/SRR10809955.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/055/SRR10809955
PRJNA598342	SAMN13703218	SRX7483483	SRR10809956	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/056/SRR10809956/SRR10809956.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/056/SRR10809956
PRJNA598342	SAMN13703218	SRX7483483	SRR10809957	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/057/SRR10809957/SRR10809957.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/057/SRR10809957
PRJNA598342	SAMN13703218	SRX7483483	SRR10809958	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/058/SRR10809958/SRR10809958.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/058/SRR10809958
PRJNA598342	SAMN13703218	SRX7483483	SRR10809959	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/059/SRR10809959/SRR10809959.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/059/SRR10809959
